"","date","value"
"1043",2010-08-23,0
"1044",2010-08-24,0
"1045",2010-08-25,0
"1046",2010-08-26,0
"1047",2010-08-27,0
"1048",2010-08-28,0
"1049",2010-08-29,0
"1050",2010-08-30,0
"1051",2010-08-31,0
"1052",2010-09-01,0
"1053",2010-09-02,2
"1054",2010-09-03,5.2
"1055",2010-09-04,0
"1056",2010-09-05,0
"1057",2010-09-06,0
"1058",2010-09-07,0
"1059",2010-09-08,0
"1060",2010-09-09,0
"1061",2010-09-10,0
"1062",2010-09-11,0
"1063",2010-09-12,1.5
"1064",2010-09-13,1.4
"1065",2010-09-14,0
"1066",2010-09-15,0
"1067",2010-09-16,0
"1068",2010-09-17,0
"1069",2010-09-18,0
"1070",2010-09-19,0
"1071",2010-09-20,0
"1072",2010-09-21,0
"1073",2010-09-22,0
"1074",2010-09-23,0
"1075",2010-09-24,0
"1076",2010-09-25,0
"1077",2010-09-26,3.3
"1078",2010-09-27,3.3
"1079",2010-09-28,0
"1080",2010-09-29,0
"1081",2010-09-30,0
"1082",2010-10-01,5.7
"1083",2010-10-02,0
"1084",2010-10-03,0
"1085",2010-10-04,0
"1086",2010-10-05,0
"1087",2010-10-06,0
"1088",2010-10-07,0
"1089",2010-10-08,0
"1090",2010-10-09,0
"1091",2010-10-10,0
"1092",2010-10-11,0
"1093",2010-10-12,0
"1094",2010-10-13,5.1
"1095",2010-10-14,0
"1096",2010-10-15,0
"1097",2010-10-16,0
"1098",2010-10-17,0
"1099",2010-10-18,0
"1100",2010-10-19,0.2
"1101",2010-10-20,0
"1102",2010-10-21,0
"1103",2010-10-22,0
"1104",2010-10-23,5.1
"1105",2010-10-24,0.4
"1106",2010-10-25,0
"1107",2010-10-26,0
"1108",2010-10-27,0
"1109",2010-10-28,0
"1110",2010-10-29,0
"1111",2010-10-30,0
"1112",2010-10-31,0
"1113",2010-11-01,0
"1114",2010-11-02,0
"1115",2010-11-03,0
"1116",2010-11-04,0
"1117",2010-11-05,0
"1118",2010-11-06,0
"1119",2010-11-07,0.2
"1120",2010-11-08,0
"1121",2010-11-09,0
"1122",2010-11-10,0
"1123",2010-11-11,0
"1124",2010-11-12,0
"1125",2010-11-13,0
