"fecha","divisa_venta","Presidencia"
2017-04-09,15.345,"MM"
2017-04-10,15.21,"MM"
2017-04-11,15.265,"MM"
2017-04-12,15.19,"MM"
2017-04-13,15.19,"MM"
2017-04-14,15.19,"MM"
2017-04-15,15.19,"MM"
2017-04-16,15.19,"MM"
2017-04-17,15.2,"MM"
2017-04-18,15.299,"MM"
2017-04-19,15.4,"MM"
2017-04-20,15.389,"MM"
2017-04-21,15.49,"MM"
2017-04-22,15.49,"MM"
2017-04-23,15.49,"MM"
2017-04-24,15.39,"MM"
2017-04-25,15.42,"MM"
2017-04-26,15.49,"MM"
2017-04-27,15.42,"MM"
2017-04-28,15.4,"MM"
2017-04-29,15.4,"MM"
2017-04-30,15.4,"MM"
2017-05-01,15.4,"MM"
2017-05-02,15.3,"MM"
2017-05-03,15.29,"MM"
2017-05-04,15.31,"MM"
2017-05-05,15.37,"MM"
2017-05-06,15.37,"MM"
2017-05-07,15.37,"MM"
2017-05-08,15.47,"MM"
2017-05-09,15.525,"MM"
2017-05-10,15.51,"MM"
2017-05-11,15.435,"MM"
2017-05-12,15.44,"MM"
2017-05-13,15.44,"MM"
2017-05-14,15.44,"MM"
2017-05-15,15.53,"MM"
2017-05-16,15.58,"MM"
2017-05-17,15.61,"MM"
2017-05-18,16,"MM"
2017-05-19,16.05,"MM"
2017-05-20,16.05,"MM"
2017-05-21,16.05,"MM"
2017-05-22,16.185,"MM"
2017-05-23,16.09,"MM"
2017-05-24,16.09,"MM"
2017-05-25,16.09,"MM"
2017-05-26,16.01,"MM"
2017-05-27,16.01,"MM"
2017-05-28,16.01,"MM"
2017-05-29,16.03,"MM"
2017-05-30,16.15,"MM"
2017-05-31,16.1,"MM"
2017-06-01,16.06,"MM"
2017-06-02,16,"MM"
2017-06-03,16,"MM"
2017-06-04,16,"MM"
2017-06-05,15.995,"MM"
2017-06-06,16.01,"MM"
2017-06-07,15.99,"MM"
2017-06-08,15.9,"MM"
2017-06-09,15.92,"MM"
2017-06-10,15.92,"MM"
2017-06-11,15.92,"MM"
2017-06-12,15.925,"MM"
2017-06-13,15.89,"MM"
2017-06-14,15.878,"MM"
2017-06-15,15.98,"MM"
2017-06-16,16.04,"MM"
2017-06-17,16.04,"MM"
2017-06-18,16.04,"MM"
2017-06-19,16.15,"MM"
2017-06-20,16.15,"MM"
2017-06-21,16.22,"MM"
2017-06-22,16.145,"MM"
2017-06-23,16.175,"MM"
2017-06-24,16.175,"MM"
2017-06-25,16.175,"MM"
2017-06-26,16.32,"MM"
2017-06-27,16.4,"MM"
2017-06-28,16.45,"MM"
2017-06-29,16.5,"MM"
2017-06-30,16.63,"MM"
2017-07-01,16.63,"MM"
2017-07-02,16.63,"MM"
2017-07-03,16.8,"MM"
2017-07-04,16.93,"MM"
2017-07-05,17.14,"MM"
2017-07-06,17.08,"MM"
2017-07-07,16.98,"MM"
2017-07-08,16.98,"MM"
2017-07-09,16.98,"MM"
2017-07-10,16.995,"MM"
2017-07-11,17,"MM"
2017-07-12,16.949,"MM"
2017-07-13,16.95,"MM"
2017-07-14,16.85,"MM"
2017-07-15,16.85,"MM"
2017-07-16,16.85,"MM"
2017-07-17,16.93,"MM"
2017-07-18,17.2,"MM"
2017-07-19,17.15,"MM"
2017-07-20,17.2,"MM"
2017-07-21,17.42,"MM"
2017-07-22,17.42,"MM"
2017-07-23,17.42,"MM"
2017-07-24,17.43,"MM"
2017-07-25,17.48,"MM"
2017-07-26,17.5,"MM"
2017-07-27,17.64,"MM"
2017-07-28,17.79,"MM"
2017-07-29,17.79,"MM"
2017-07-30,17.79,"MM"
2017-07-31,17.64,"MM"
2017-08-01,17.584,"MM"
2017-08-02,17.6,"MM"
2017-08-03,17.67,"MM"
2017-08-04,17.67,"MM"
2017-08-05,17.67,"MM"
2017-08-06,17.67,"MM"
2017-08-07,17.7,"MM"
2017-08-08,17.723,"MM"
2017-08-09,17.7,"MM"
2017-08-10,17.71,"MM"
2017-08-11,17.71,"MM"
2017-08-12,17.71,"MM"
2017-08-13,17.71,"MM"
2017-08-14,17.13,"MM"
2017-08-15,17.07,"MM"
2017-08-16,17.21,"MM"
2017-08-17,17.36,"MM"
2017-08-18,17.27,"MM"
2017-08-19,17.27,"MM"
2017-08-20,17.27,"MM"
2017-08-21,17.27,"MM"
2017-08-22,17.21,"MM"
2017-08-23,17.23,"MM"
2017-08-24,17.21,"MM"
2017-08-25,17.22,"MM"
2017-08-26,17.22,"MM"
2017-08-27,17.22,"MM"
2017-08-28,17.23,"MM"
2017-08-29,17.395,"MM"
2017-08-30,17.39,"MM"
2017-08-31,17.31,"MM"
2017-09-01,17.2,"MM"
2017-09-02,17.2,"MM"
2017-09-03,17.2,"MM"
2017-09-04,17.23,"MM"
2017-09-05,17.24,"MM"
2017-09-06,17.215,"MM"
2017-09-07,17.2,"MM"
2017-09-08,17.2,"MM"
2017-09-09,17.2,"MM"
2017-09-10,17.2,"MM"
2017-09-11,17.15,"MM"
2017-09-12,17.07,"MM"
2017-09-13,17.07,"MM"
2017-09-14,16.99,"MM"
2017-09-15,16.975,"MM"
2017-09-16,16.975,"MM"
2017-09-17,16.975,"MM"
2017-09-18,17.115,"MM"
2017-09-19,17.14,"MM"
2017-09-20,17.19,"MM"
2017-09-21,17.27,"MM"
2017-09-22,17.31,"MM"
2017-09-23,17.31,"MM"
2017-09-24,17.31,"MM"
2017-09-25,17.51,"MM"
2017-09-26,17.58,"MM"
2017-09-27,17.56,"MM"
2017-09-28,17.49,"MM"
2017-09-29,17.31,"MM"
2017-09-30,17.31,"MM"
2017-10-01,17.31,"MM"
2017-10-02,17.415,"MM"
2017-10-03,17.415,"MM"
2017-10-04,17.357,"MM"
2017-10-05,17.405,"MM"
2017-10-06,17.445,"MM"
2017-10-07,17.445,"MM"
2017-10-08,17.445,"MM"
2017-10-09,17.46,"MM"
2017-10-10,17.425,"MM"
2017-10-11,17.418,"MM"
2017-10-12,17.415,"MM"
2017-10-13,17.344,"MM"
2017-10-14,17.344,"MM"
2017-10-15,17.344,"MM"
2017-10-16,17.344,"MM"
2017-10-17,17.335,"MM"
2017-10-18,17.35,"MM"
2017-10-19,17.45,"MM"
2017-10-20,17.42,"MM"
2017-10-21,17.42,"MM"
2017-10-22,17.42,"MM"
2017-10-23,17.415,"MM"
2017-10-24,17.5,"MM"
2017-10-25,17.49,"MM"
2017-10-26,17.66,"MM"
2017-10-27,17.625,"MM"
2017-10-28,17.625,"MM"
2017-10-29,17.625,"MM"
2017-10-30,17.7,"MM"
2017-10-31,17.655,"MM"
2017-11-01,17.61,"MM"
2017-11-02,17.52,"MM"
2017-11-03,17.64,"MM"
2017-11-04,17.64,"MM"
2017-11-05,17.64,"MM"
2017-11-06,17.64,"MM"
2017-11-07,17.65,"MM"
2017-11-08,17.52,"MM"
2017-11-09,17.515,"MM"
2017-11-10,17.495,"MM"
2017-11-11,17.495,"MM"
2017-11-12,17.495,"MM"
2017-11-13,17.5,"MM"
2017-11-14,17.5,"MM"
2017-11-15,17.5,"MM"
2017-11-16,17.484,"MM"
2017-11-17,17.485,"MM"
2017-11-18,17.485,"MM"
2017-11-19,17.485,"MM"
2017-11-20,17.485,"MM"
2017-11-21,17.49,"MM"
2017-11-22,17.43,"MM"
2017-11-23,17.42,"MM"
2017-11-24,17.35,"MM"
2017-11-25,17.35,"MM"
2017-11-26,17.35,"MM"
2017-11-27,17.32,"MM"
2017-11-28,17.365,"MM"
2017-11-29,17.425,"MM"
2017-11-30,17.305,"MM"
2017-12-01,17.23,"MM"
2017-12-02,17.23,"MM"
2017-12-03,17.23,"MM"
2017-12-04,17.355,"MM"
2017-12-05,17.29,"MM"
2017-12-06,17.255,"MM"
2017-12-07,17.28,"MM"
2017-12-08,17.28,"MM"
2017-12-09,17.28,"MM"
2017-12-10,17.28,"MM"
2017-12-11,17.24,"MM"
2017-12-12,17.35,"MM"
2017-12-13,17.31,"MM"
2017-12-14,17.45,"MM"
2017-12-15,17.515,"MM"
2017-12-16,17.515,"MM"
2017-12-17,17.515,"MM"
2017-12-18,17.57,"MM"
2017-12-19,17.7,"MM"
2017-12-20,17.76,"MM"
2017-12-21,17.955,"MM"
2017-12-22,18.07,"MM"
2017-12-23,18.07,"MM"
2017-12-24,18.07,"MM"
2017-12-25,18.07,"MM"
2017-12-26,18.335,"MM"
2017-12-27,18.436,"MM"
2017-12-28,19.2,"MM"
2017-12-29,18.649,"MM"
2017-12-30,18.649,"MM"
2017-12-31,18.649,"MM"
2018-01-01,18.649,"MM"
2018-01-02,18.41,"MM"
2018-01-03,18.445,"MM"
2018-01-04,18.63,"MM"
2018-01-05,18.86,"MM"
2018-01-06,18.86,"MM"
2018-01-07,18.86,"MM"
2018-01-08,19.03,"MM"
2018-01-09,18.93,"MM"
2018-01-10,18.62,"MM"
2018-01-11,18.71,"MM"
2018-01-12,18.69,"MM"
2018-01-13,18.69,"MM"
2018-01-14,18.69,"MM"
2018-01-15,18.77,"MM"
2018-01-16,18.9,"MM"
2018-01-17,18.85,"MM"
2018-01-18,18.87,"MM"
2018-01-19,18.995,"MM"
2018-01-20,18.995,"MM"
2018-01-21,18.995,"MM"
2018-01-22,19.146,"MM"
2018-01-23,19.335,"MM"
2018-01-24,19.65,"MM"
2018-01-25,19.56,"MM"
2018-01-26,19.57,"MM"
2018-01-27,19.57,"MM"
2018-01-28,19.57,"MM"
2018-01-29,19.58,"MM"
2018-01-30,19.635,"MM"
2018-01-31,19.65,"MM"
2018-02-01,19.38,"MM"
2018-02-02,19.495,"MM"
2018-02-03,19.495,"MM"
2018-02-04,19.495,"MM"
2018-02-05,19.48,"MM"
2018-02-06,19.56,"MM"
2018-02-07,19.695,"MM"
2018-02-08,19.97,"MM"
2018-02-09,19.98,"MM"
2018-02-10,19.98,"MM"
2018-02-11,19.98,"MM"
2018-02-12,19.98,"MM"
2018-02-13,19.98,"MM"
2018-02-14,19.9,"MM"
2018-02-15,19.66,"MM"
2018-02-16,19.76,"MM"
2018-02-17,19.76,"MM"
2018-02-18,19.76,"MM"
2018-02-19,19.9,"MM"
2018-02-20,19.85,"MM"
2018-02-21,19.925,"MM"
2018-02-22,19.95,"MM"
2018-02-23,19.98,"MM"
2018-02-24,19.98,"MM"
2018-02-25,19.98,"MM"
2018-02-26,20.2,"MM"
2018-02-27,20.2,"MM"
2018-02-28,20.11,"MM"
2018-03-01,20.151,"MM"
2018-03-02,20.27,"MM"
2018-03-03,20.27,"MM"
2018-03-04,20.27,"MM"
2018-03-05,20.21,"MM"
2018-03-06,20.34,"MM"
2018-03-07,20.41,"MM"
2018-03-08,20.36,"MM"
2018-03-09,20.25,"MM"
2018-03-10,20.25,"MM"
2018-03-11,20.25,"MM"
2018-03-12,20.2,"MM"
2018-03-13,20.22,"MM"
2018-03-14,20.23,"MM"
2018-03-15,20.345,"MM"
2018-03-16,20.2,"MM"
2018-03-17,20.2,"MM"
2018-03-18,20.2,"MM"
2018-03-19,20.2,"MM"
2018-03-20,20.265,"MM"
2018-03-21,20.27,"MM"
2018-03-22,20.225,"MM"
2018-03-23,20.19,"MM"
2018-03-24,20.19,"MM"
2018-03-25,20.19,"MM"
2018-03-26,20.19,"MM"
2018-03-27,20.168,"MM"
2018-03-28,20.149,"MM"
2018-03-29,20.149,"MM"
2018-03-30,20.149,"MM"
2018-03-31,20.149,"MM"
2018-04-01,20.149,"MM"
2018-04-02,20.149,"MM"
2018-04-03,20.18,"MM"
2018-04-04,20.18,"MM"
2018-04-05,20.2,"MM"
2018-04-06,20.18,"MM"
2018-04-07,20.18,"MM"
2018-04-08,20.18,"MM"
2018-04-09,20.19,"MM"
2018-04-10,20.16,"MM"
2018-04-11,20.168,"MM"
2018-04-12,20.21,"MM"
2018-04-13,20.22,"MM"
2018-04-14,20.22,"MM"
2018-04-15,20.22,"MM"
2018-04-16,20.22,"MM"
2018-04-17,20.18,"MM"
2018-04-18,20.135,"MM"
2018-04-19,20.16,"MM"
2018-04-20,20.19,"MM"
2018-04-21,20.19,"MM"
2018-04-22,20.19,"MM"
2018-04-23,20.26,"MM"
2018-04-24,20.26,"MM"
2018-04-25,20.252,"MM"
2018-04-26,20.55,"MM"
2018-04-27,20.54,"MM"
2018-04-28,20.54,"MM"
2018-04-29,20.54,"MM"
2018-04-30,20.54,"MM"
2018-05-01,20.54,"MM"
2018-05-02,21.2,"MM"
2018-05-03,23,"MM"
2018-05-04,21.8,"MM"
2018-05-05,21.8,"MM"
2018-05-06,21.8,"MM"
2018-05-07,21.96,"MM"
2018-05-08,22.4,"MM"
2018-05-09,22.72,"MM"
2018-05-10,22.69,"MM"
2018-05-11,23.26,"MM"
2018-05-12,23.26,"MM"
2018-05-13,23.26,"MM"
2018-05-14,24.99,"MM"
2018-05-15,24.05,"MM"
2018-05-16,24.29,"MM"
2018-05-17,24.32,"MM"
2018-05-18,24.43,"MM"
2018-05-19,24.43,"MM"
2018-05-20,24.43,"MM"
2018-05-21,24.389,"MM"
2018-05-22,24.28,"MM"
2018-05-23,24.475,"MM"
2018-05-24,24.6,"MM"
2018-05-25,24.6,"MM"
2018-05-26,24.6,"MM"
2018-05-27,24.6,"MM"
2018-05-28,24.71,"MM"
2018-05-29,24.84,"MM"
2018-05-30,24.93,"MM"
2018-05-31,24.96,"MM"
2018-06-01,24.975,"MM"
2018-06-02,24.975,"MM"
2018-06-03,24.975,"MM"
2018-06-04,24.97,"MM"
2018-06-05,24.96,"MM"
