"fecha","divisa_venta","Presidencia"
2014-06-27,8.132,"CFK2"
2014-06-30,8.133,"CFK2"
2014-07-01,8.135,"CFK2"
2014-07-02,8.138,"CFK2"
2014-07-03,8.138,"CFK2"
2014-07-04,8.138,"CFK2"
2014-07-07,8.14,"CFK2"
2014-07-08,8.143,"CFK2"
2014-07-10,8.146,"CFK2"
2014-07-11,8.151,"CFK2"
2014-07-14,8.15,"CFK2"
2014-07-15,8.15,"CFK2"
2014-07-16,8.154,"CFK2"
2014-07-17,8.156,"CFK2"
2014-07-18,8.16,"CFK2"
2014-07-21,8.16,"CFK2"
2014-07-22,8.166,"CFK2"
2014-07-23,8.169,"CFK2"
2014-07-24,8.175,"CFK2"
2014-07-25,8.178,"CFK2"
2014-07-28,8.184,"CFK2"
2014-07-29,8.192,"CFK2"
2014-07-30,8.201,"CFK2"
2014-07-31,8.213,"CFK2"
2014-08-01,8.236,"CFK2"
2014-08-04,8.26,"CFK2"
2014-08-05,8.268,"CFK2"
2014-08-06,8.269,"CFK2"
2014-08-07,8.269,"CFK2"
2014-08-08,8.271,"CFK2"
2014-08-11,8.27,"CFK2"
2014-08-12,8.272,"CFK2"
2014-08-13,8.273,"CFK2"
2014-08-14,8.277,"CFK2"
2014-08-15,8.281,"CFK2"
2014-08-19,8.286,"CFK2"
2014-08-20,8.323,"CFK2"
2014-08-21,8.395,"CFK2"
2014-08-22,8.405,"CFK2"
2014-08-25,8.405,"CFK2"
2014-08-26,8.406,"CFK2"
2014-08-27,8.401,"CFK2"
2014-08-28,8.405,"CFK2"
2014-08-29,8.401,"CFK2"
2014-09-01,8.407,"CFK2"
2014-09-02,8.411,"CFK2"
2014-09-03,8.411,"CFK2"
2014-09-04,8.401,"CFK2"
2014-09-05,8.415,"CFK2"
2014-09-08,8.401,"CFK2"
2014-09-09,8.4,"CFK2"
2014-09-10,8.4,"CFK2"
2014-09-11,8.401,"CFK2"
2014-09-12,8.402,"CFK2"
2014-09-15,8.402,"CFK2"
2014-09-16,8.403,"CFK2"
2014-09-17,8.417,"CFK2"
2014-09-18,8.417,"CFK2"
2014-09-19,8.422,"CFK2"
2014-09-22,8.427,"CFK2"
2014-09-23,8.42,"CFK2"
2014-09-24,8.42,"CFK2"
2014-09-25,8.424,"CFK2"
2014-09-26,8.449,"CFK2"
2014-09-29,8.471,"CFK2"
2014-09-30,8.43,"CFK2"
2014-10-01,8.45,"CFK2"
2014-10-02,8.445,"CFK2"
2014-10-03,8.45,"CFK2"
2014-10-06,8.455,"CFK2"
2014-10-07,8.455,"CFK2"
2014-10-08,8.465,"CFK2"
2014-10-09,8.47,"CFK2"
2014-10-10,8.466,"CFK2"
2014-10-14,8.473,"CFK2"
2014-10-15,8.473,"CFK2"
2014-10-16,8.474,"CFK2"
2014-10-17,8.476,"CFK2"
2014-10-20,8.488,"CFK2"
2014-10-21,8.488,"CFK2"
2014-10-22,8.489,"CFK2"
2014-10-23,8.489,"CFK2"
2014-10-24,8.492,"CFK2"
2014-10-27,8.5,"CFK2"
2014-10-28,8.502,"CFK2"
2014-10-29,8.501,"CFK2"
2014-10-30,8.5,"CFK2"
2014-10-31,8.5,"CFK2"
2014-11-03,8.508,"CFK2"
2014-11-04,8.507,"CFK2"
2014-11-05,8.508,"CFK2"
2014-11-07,8.51,"CFK2"
2014-11-10,8.509,"CFK2"
2014-11-11,8.51,"CFK2"
2014-11-12,8.51,"CFK2"
2014-11-13,8.51,"CFK2"
2014-11-14,8.511,"CFK2"
2014-11-17,8.512,"CFK2"
2014-11-18,8.512,"CFK2"
2014-11-19,8.514,"CFK2"
2014-11-20,8.514,"CFK2"
2014-11-21,8.516,"CFK2"
2014-11-25,8.523,"CFK2"
2014-11-26,8.523,"CFK2"
2014-11-27,8.526,"CFK2"
2014-11-28,8.524,"CFK2"
2014-12-01,8.532,"CFK2"
2014-12-02,8.54,"CFK2"
2014-12-03,8.542,"CFK2"
2014-12-04,8.549,"CFK2"
2014-12-05,8.557,"CFK2"
2014-12-09,8.552,"CFK2"
2014-12-10,8.551,"CFK2"
2014-12-11,8.55,"CFK2"
2014-12-12,8.551,"CFK2"
2014-12-15,8.551,"CFK2"
2014-12-16,8.551,"CFK2"
2014-12-17,8.551,"CFK2"
2014-12-18,8.55,"CFK2"
2014-12-19,8.551,"CFK2"
2014-12-22,8.55,"CFK2"
2014-12-23,8.55,"CFK2"
2014-12-24,8.553,"CFK2"
2014-12-29,8.552,"CFK2"
2014-12-30,8.551,"CFK2"
2015-01-02,8.555,"CFK2"
2015-01-05,8.561,"CFK2"
2015-01-06,8.572,"CFK2"
2015-01-07,8.585,"CFK2"
2015-01-08,8.595,"CFK2"
2015-01-09,8.591,"CFK2"
2015-01-12,8.591,"CFK2"
2015-01-13,8.593,"CFK2"
2015-01-14,8.595,"CFK2"
2015-01-15,8.597,"CFK2"
2015-01-16,8.601,"CFK2"
2015-01-19,8.605,"CFK2"
2015-01-20,8.611,"CFK2"
2015-01-21,8.616,"CFK2"
2015-01-22,8.621,"CFK2"
2015-01-23,8.625,"CFK2"
2015-01-26,8.625,"CFK2"
2015-01-27,8.629,"CFK2"
2015-01-28,8.631,"CFK2"
2015-01-29,8.634,"CFK2"
2015-01-30,8.644,"CFK2"
2015-02-02,8.656,"CFK2"
2015-02-03,8.661,"CFK2"
2015-02-04,8.66,"CFK2"
2015-02-05,8.66,"CFK2"
2015-02-06,8.659,"CFK2"
2015-02-09,8.666,"CFK2"
2015-02-10,8.672,"CFK2"
2015-02-11,8.678,"CFK2"
2015-02-12,8.681,"CFK2"
2015-02-13,8.685,"CFK2"
2015-02-18,8.69,"CFK2"
2015-02-19,8.697,"CFK2"
2015-02-20,8.703,"CFK2"
2015-02-23,8.71,"CFK2"
2015-02-24,8.718,"CFK2"
2015-02-25,8.722,"CFK2"
2015-02-26,8.721,"CFK2"
2015-02-27,8.726,"CFK2"
2015-03-02,8.733,"CFK2"
2015-03-03,8.739,"CFK2"
2015-03-04,8.744,"CFK2"
2015-03-05,8.75,"CFK2"
2015-03-06,8.758,"CFK2"
2015-03-09,8.764,"CFK2"
2015-03-10,8.77,"CFK2"
2015-03-11,8.777,"CFK2"
2015-03-12,8.78,"CFK2"
2015-03-13,8.783,"CFK2"
2015-03-16,8.783,"CFK2"
2015-03-17,8.787,"CFK2"
2015-03-18,8.791,"CFK2"
2015-03-19,8.794,"CFK2"
2015-03-20,8.799,"CFK2"
2015-03-25,8.801,"CFK2"
2015-03-26,8.806,"CFK2"
2015-03-27,8.81,"CFK2"
2015-03-30,8.816,"CFK2"
2015-03-31,8.822,"CFK2"
2015-04-01,8.827,"CFK2"
2015-04-06,8.831,"CFK2"
2015-04-07,8.836,"CFK2"
2015-04-08,8.841,"CFK2"
2015-04-09,8.845,"CFK2"
2015-04-10,8.85,"CFK2"
2015-04-13,8.856,"CFK2"
2015-04-14,8.858,"CFK2"
2015-04-15,8.866,"CFK2"
2015-04-16,8.866,"CFK2"
2015-04-17,8.867,"CFK2"
2015-04-20,8.871,"CFK2"
2015-04-21,8.874,"CFK2"
2015-04-22,8.879,"CFK2"
2015-04-23,8.885,"CFK2"
2015-04-24,8.89,"CFK2"
2015-04-27,8.895,"CFK2"
2015-04-28,8.897,"CFK2"
2015-04-29,8.902,"CFK2"
2015-04-30,8.907,"CFK2"
2015-05-04,8.912,"CFK2"
2015-05-05,8.917,"CFK2"
2015-05-06,8.922,"CFK2"
2015-05-07,8.924,"CFK2"
2015-05-08,8.928,"CFK2"
2015-05-11,8.933,"CFK2"
2015-05-12,8.936,"CFK2"
2015-05-13,8.94,"CFK2"
2015-05-14,8.944,"CFK2"
2015-05-15,8.947,"CFK2"
2015-05-18,8.953,"CFK2"
2015-05-19,8.958,"CFK2"
2015-05-20,8.962,"CFK2"
2015-05-21,8.968,"CFK2"
2015-05-22,8.971,"CFK2"
2015-05-26,8.978,"CFK2"
2015-05-27,8.983,"CFK2"
2015-05-28,8.986,"CFK2"
2015-05-29,8.992,"CFK2"
2015-06-01,8.996,"CFK2"
2015-06-02,9.001,"CFK2"
2015-06-03,9.007,"CFK2"
2015-06-04,9.01,"CFK2"
2015-06-05,9.014,"CFK2"
2015-06-08,9.018,"CFK2"
2015-06-09,9.023,"CFK2"
2015-06-10,9.029,"CFK2"
2015-06-11,9.032,"CFK2"
2015-06-12,9.037,"CFK2"
2015-06-15,9.041,"CFK2"
2015-06-16,9.044,"CFK2"
2015-06-17,9.05,"CFK2"
2015-06-18,9.052,"CFK2"
2015-06-19,9.056,"CFK2"
2015-06-22,9.061,"CFK2"
2015-06-23,9.065,"CFK2"
2015-06-24,9.069,"CFK2"
2015-06-25,9.073,"CFK2"
2015-06-26,9.078,"CFK2"
2015-06-29,9.083,"CFK2"
2015-06-30,9.088,"CFK2"
2015-07-01,9.093,"CFK2"
2015-07-02,9.097,"CFK2"
2015-07-03,9.104,"CFK2"
2015-07-06,9.108,"CFK2"
2015-07-07,9.114,"CFK2"
2015-07-08,9.118,"CFK2"
2015-07-10,9.124,"CFK2"
2015-07-13,9.128,"CFK2"
2015-07-14,9.132,"CFK2"
2015-07-15,9.137,"CFK2"
2015-07-16,9.142,"CFK2"
2015-07-17,9.146,"CFK2"
2015-07-20,9.151,"CFK2"
2015-07-21,9.156,"CFK2"
2015-07-22,9.161,"CFK2"
2015-07-23,9.165,"CFK2"
2015-07-24,9.168,"CFK2"
2015-07-27,9.173,"CFK2"
2015-07-28,9.178,"CFK2"
2015-07-29,9.182,"CFK2"
2015-07-30,9.187,"CFK2"
2015-07-31,9.19,"CFK2"
2015-08-03,9.195,"CFK2"
2015-08-04,9.2,"CFK2"
2015-08-05,9.205,"CFK2"
2015-08-06,9.209,"CFK2"
2015-08-07,9.214,"CFK2"
2015-08-10,9.22,"CFK2"
2015-08-11,9.227,"CFK2"
2015-08-12,9.231,"CFK2"
2015-08-13,9.237,"CFK2"
2015-08-14,9.24,"CFK2"
2015-08-18,9.245,"CFK2"
2015-08-19,9.251,"CFK2"
2015-08-20,9.255,"CFK2"
2015-08-21,9.26,"CFK2"
2015-08-24,9.267,"CFK2"
2015-08-25,9.272,"CFK2"
2015-08-26,9.279,"CFK2"
2015-08-27,9.284,"CFK2"
2015-08-28,9.29,"CFK2"
2015-08-31,9.296,"CFK2"
2015-09-01,9.304,"CFK2"
2015-09-02,9.31,"CFK2"
2015-09-03,9.317,"CFK2"
2015-09-04,9.322,"CFK2"
2015-09-07,9.34,"CFK2"
2015-09-08,9.337,"CFK2"
2015-09-09,9.344,"CFK2"
2015-09-10,9.35,"CFK2"
2015-09-11,9.354,"CFK2"
2015-09-14,9.359,"CFK2"
2015-09-15,9.365,"CFK2"
2015-09-16,9.371,"CFK2"
2015-09-17,9.377,"CFK2"
2015-09-18,9.382,"CFK2"
2015-09-21,9.387,"CFK2"
2015-09-22,9.391,"CFK2"
2015-09-23,9.398,"CFK2"
2015-09-24,9.404,"CFK2"
2015-09-25,9.407,"CFK2"
2015-09-28,9.41,"CFK2"
2015-09-29,9.416,"CFK2"
2015-09-30,9.422,"CFK2"
2015-10-01,9.43,"CFK2"
2015-10-02,9.438,"CFK2"
2015-10-05,9.444,"CFK2"
2015-10-06,9.451,"CFK2"
2015-10-07,9.456,"CFK2"
2015-10-08,9.46,"CFK2"
2015-10-09,9.465,"CFK2"
2015-10-13,9.474,"CFK2"
2015-10-14,9.479,"CFK2"
2015-10-15,9.484,"CFK2"
2015-10-16,9.49,"CFK2"
2015-10-19,9.498,"CFK2"
2015-10-20,9.504,"CFK2"
2015-10-21,9.511,"CFK2"
2015-10-22,9.514,"CFK2"
2015-10-23,9.52,"CFK2"
2015-10-26,9.527,"CFK2"
2015-10-27,9.533,"CFK2"
2015-10-28,9.538,"CFK2"
2015-10-29,9.542,"CFK2"
2015-10-30,9.546,"CFK2"
2015-11-02,9.555,"CFK2"
2015-11-03,9.562,"CFK2"
2015-11-04,9.572,"CFK2"
2015-11-05,9.58,"CFK2"
2015-11-09,9.587,"CFK2"
2015-11-10,9.596,"CFK2"
2015-11-11,9.603,"CFK2"
2015-11-12,9.615,"CFK2"
2015-11-13,9.624,"CFK2"
2015-11-16,9.635,"CFK2"
2015-11-17,9.642,"CFK2"
2015-11-18,9.648,"CFK2"
2015-11-19,9.657,"CFK2"
2015-11-20,9.668,"CFK2"
2015-11-23,9.672,"CFK2"
2015-11-24,9.674,"CFK2"
2015-11-25,9.678,"CFK2"
2015-11-26,9.678,"CFK2"
2015-11-30,9.688,"CFK2"
2015-12-01,9.698,"CFK2"
2015-12-02,9.709,"CFK2"
2015-12-03,9.72,"CFK2"
2015-12-04,9.73,"CFK2"
2015-12-09,9.736,"CFK2"
2015-12-10,9.751,"CFK2"
2015-12-11,9.773,"MM"
2015-12-14,9.786,"MM"
2015-12-15,9.806,"MM"
2015-12-16,9.826,"MM"
2015-12-17,13.95,"MM"
2015-12-18,13.25,"MM"
2015-12-21,12.86,"MM"
2015-12-22,12.98,"MM"
2015-12-23,13.02,"MM"
2015-12-24,13.08,"MM"
2015-12-28,13,"MM"
2015-12-29,12.963,"MM"
2015-12-30,12.984,"MM"
2015-12-31,13.04,"MM"
2016-01-04,13.2,"MM"
2016-01-05,13.65,"MM"
2016-01-06,13.89,"MM"
2016-01-07,13.9,"MM"
2016-01-08,13.88,"MM"
2016-01-09,13.88,"MM"
2016-01-10,13.88,"MM"
2016-01-11,13.65,"MM"
2016-01-12,13.55,"MM"
2016-01-13,13.54,"MM"
2016-01-14,13.25,"MM"
2016-01-15,13.4,"MM"
2016-01-16,13.4,"MM"
2016-01-17,13.4,"MM"
2016-01-18,13.56,"MM"
2016-01-19,13.43,"MM"
2016-01-20,13.5,"MM"
2016-01-21,13.6,"MM"
2016-01-22,13.73,"MM"
2016-01-23,13.73,"MM"
2016-01-24,13.73,"MM"
2016-01-25,13.81,"MM"
2016-01-26,13.85,"MM"
2016-01-27,13.88,"MM"
2016-01-28,13.84,"MM"
2016-01-29,13.96,"MM"
2016-01-30,13.96,"MM"
2016-01-31,13.96,"MM"
2016-02-01,14.13,"MM"
2016-02-02,14.135,"MM"
2016-02-03,14.16,"MM"
2016-02-04,14.23,"MM"
2016-02-05,14.361,"MM"
2016-02-06,14.361,"MM"
2016-02-07,14.361,"MM"
2016-02-08,14.361,"MM"
2016-02-09,14.361,"MM"
2016-02-10,14.5,"MM"
2016-02-11,14.64,"MM"
2016-02-12,14.73,"MM"
2016-02-13,14.73,"MM"
2016-02-14,14.73,"MM"
2016-02-15,14.8,"MM"
2016-02-16,14.838,"MM"
2016-02-17,14.99,"MM"
2016-02-18,15.06,"MM"
2016-02-19,15.06,"MM"
2016-02-20,15.06,"MM"
2016-02-21,15.06,"MM"
2016-02-22,15.25,"MM"
2016-02-23,15.3,"MM"
2016-02-24,15.35,"MM"
2016-02-25,15.39,"MM"
2016-02-26,15.47,"MM"
2016-02-27,15.47,"MM"
2016-02-28,15.47,"MM"
2016-02-29,15.8,"MM"
2016-03-01,15.8,"MM"
2016-03-02,15.66,"MM"
2016-03-03,15.2,"MM"
2016-03-04,15.2,"MM"
2016-03-05,15.2,"MM"
2016-03-06,15.2,"MM"
2016-03-07,15.405,"MM"
2016-03-08,15.449,"MM"
2016-03-09,15.37,"MM"
2016-03-10,15.34,"MM"
2016-03-11,14.85,"MM"
2016-03-12,14.85,"MM"
2016-03-13,14.85,"MM"
2016-03-14,14.8,"MM"
2016-03-15,14.52,"MM"
2016-03-16,14.61,"MM"
2016-03-17,14.95,"MM"
2016-03-18,14.76,"MM"
2016-03-19,14.76,"MM"
2016-03-20,14.76,"MM"
2016-03-21,14.47,"MM"
2016-03-22,14.39,"MM"
2016-03-23,14.5,"MM"
2016-03-24,14.5,"MM"
2016-03-25,14.5,"MM"
2016-03-26,14.5,"MM"
2016-03-27,14.5,"MM"
2016-03-28,14.83,"MM"
2016-03-29,14.63,"MM"
2016-03-30,14.6,"MM"
2016-03-31,14.7,"MM"
2016-04-01,14.79,"MM"
2016-04-02,14.79,"MM"
2016-04-03,14.79,"MM"
2016-04-04,14.73,"MM"
2016-04-05,14.68,"MM"
2016-04-06,14.6,"MM"
2016-04-07,14.47,"MM"
2016-04-08,14.48,"MM"
2016-04-09,14.48,"MM"
2016-04-10,14.48,"MM"
2016-04-11,14.52,"MM"
2016-04-12,14.455,"MM"
2016-04-13,14.395,"MM"
2016-04-14,14.33,"MM"
2016-04-15,14.05,"MM"
2016-04-16,14.05,"MM"
2016-04-17,14.05,"MM"
2016-04-18,14.14,"MM"
2016-04-19,14.19,"MM"
2016-04-20,14.34,"MM"
2016-04-21,14.27,"MM"
2016-04-22,14.3,"MM"
2016-04-23,14.3,"MM"
2016-04-24,14.3,"MM"
2016-04-25,14.33,"MM"
2016-04-26,14.31,"MM"
2016-04-27,14.19,"MM"
2016-04-28,14.3,"MM"
2016-04-29,14.25,"MM"
2016-04-30,14.25,"MM"
2016-05-01,14.25,"MM"
2016-05-02,14.19,"MM"
2016-05-03,14.2,"MM"
2016-05-04,14.24,"MM"
2016-05-05,14.24,"MM"
2016-05-06,14.21,"MM"
2016-05-07,14.21,"MM"
2016-05-08,14.21,"MM"
2016-05-09,14.235,"MM"
2016-05-10,14.234,"MM"
2016-05-11,14.21,"MM"
2016-05-12,14.17,"MM"
2016-05-13,14.15,"MM"
2016-05-14,14.15,"MM"
2016-05-15,14.15,"MM"
2016-05-16,14.137,"MM"
2016-05-17,14.14,"MM"
2016-05-18,14.135,"MM"
2016-05-19,14.1,"MM"
2016-05-20,14.035,"MM"
2016-05-21,14.035,"MM"
2016-05-22,14.035,"MM"
2016-05-23,13.99,"MM"
2016-05-24,14.05,"MM"
2016-05-25,14.05,"MM"
2016-05-26,13.995,"MM"
2016-05-27,13.92,"MM"
2016-05-28,13.92,"MM"
2016-05-29,13.92,"MM"
2016-05-30,13.99,"MM"
2016-05-31,13.991,"MM"
2016-06-01,13.95,"MM"
2016-06-02,13.9,"MM"
2016-06-03,13.851,"MM"
2016-06-04,13.851,"MM"
2016-06-05,13.851,"MM"
2016-06-06,13.77,"MM"
2016-06-07,13.84,"MM"
2016-06-08,13.9,"MM"
2016-06-09,13.82,"MM"
2016-06-10,13.8,"MM"
2016-06-11,13.8,"MM"
2016-06-12,13.8,"MM"
2016-06-13,13.8,"MM"
2016-06-14,13.75,"MM"
2016-06-15,13.745,"MM"
2016-06-16,13.92,"MM"
2016-06-17,13.92,"MM"
2016-06-18,13.92,"MM"
2016-06-19,13.92,"MM"
2016-06-20,13.92,"MM"
2016-06-21,13.97,"MM"
2016-06-22,14.07,"MM"
2016-06-23,14.45,"MM"
2016-06-24,14.93,"MM"
2016-06-25,14.93,"MM"
2016-06-26,14.93,"MM"
2016-06-27,15.3,"MM"
2016-06-28,14.9,"MM"
2016-06-29,14.98,"MM"
2016-06-30,15.04,"MM"
2016-07-01,15,"MM"
2016-07-02,15,"MM"
2016-07-03,15,"MM"
2016-07-04,15.06,"MM"
2016-07-05,14.8,"MM"
2016-07-06,14.695,"MM"
2016-07-07,14.725,"MM"
2016-07-08,14.725,"MM"
2016-07-09,14.725,"MM"
2016-07-10,14.725,"MM"
2016-07-11,14.64,"MM"
2016-07-12,14.56,"MM"
2016-07-13,14.57,"MM"
2016-07-14,14.74,"MM"
2016-07-15,14.95,"MM"
2016-07-16,14.95,"MM"
2016-07-17,14.95,"MM"
2016-07-18,15.15,"MM"
2016-07-19,15,"MM"
2016-07-20,15.07,"MM"
2016-07-21,15,"MM"
2016-07-22,14.91,"MM"
2016-07-23,14.91,"MM"
2016-07-24,14.91,"MM"
2016-07-25,14.95,"MM"
2016-07-26,14.95,"MM"
2016-07-27,15,"MM"
2016-07-28,15.04,"MM"
2016-07-29,15.01,"MM"
2016-07-30,15.01,"MM"
2016-07-31,15.01,"MM"
2016-08-01,14.93,"MM"
2016-08-02,14.85,"MM"
2016-08-03,14.87,"MM"
2016-08-04,14.85,"MM"
2016-08-05,14.79,"MM"
2016-08-06,14.79,"MM"
2016-08-07,14.79,"MM"
2016-08-08,14.67,"MM"
2016-08-09,14.77,"MM"
2016-08-10,14.67,"MM"
2016-08-11,14.66,"MM"
2016-08-12,14.67,"MM"
2016-08-13,14.67,"MM"
2016-08-14,14.67,"MM"
2016-08-15,14.67,"MM"
2016-08-16,14.67,"MM"
2016-08-17,14.78,"MM"
2016-08-18,14.94,"MM"
2016-08-19,14.918,"MM"
2016-08-20,14.918,"MM"
2016-08-21,14.918,"MM"
2016-08-22,14.81,"MM"
2016-08-23,14.84,"MM"
2016-08-24,14.86,"MM"
2016-08-25,14.89,"MM"
2016-08-26,15,"MM"
2016-08-27,15,"MM"
2016-08-28,15,"MM"
2016-08-29,15.1,"MM"
2016-08-30,15.01,"MM"
2016-08-31,14.93,"MM"
2016-09-01,14.9,"MM"
2016-09-02,14.99,"MM"
2016-09-03,14.99,"MM"
2016-09-04,14.99,"MM"
2016-09-05,15.02,"MM"
2016-09-06,15.02,"MM"
2016-09-07,15.05,"MM"
2016-09-08,15.07,"MM"
2016-09-09,14.98,"MM"
2016-09-10,14.98,"MM"
2016-09-11,14.98,"MM"
2016-09-12,14.95,"MM"
2016-09-13,15,"MM"
2016-09-14,15.03,"MM"
2016-09-15,15.07,"MM"
2016-09-16,15.13,"MM"
2016-09-17,15.13,"MM"
2016-09-18,15.13,"MM"
2016-09-19,15.15,"MM"
2016-09-20,15.14,"MM"
2016-09-21,15.14,"MM"
2016-09-22,15.164,"MM"
2016-09-23,15.166,"MM"
2016-09-24,15.166,"MM"
2016-09-25,15.166,"MM"
2016-09-26,15.24,"MM"
2016-09-27,15.28,"MM"
2016-09-28,15.39,"MM"
2016-09-29,15.375,"MM"
2016-09-30,15.31,"MM"
2016-10-01,15.31,"MM"
2016-10-02,15.31,"MM"
2016-10-03,15.195,"MM"
2016-10-04,15.17,"MM"
2016-10-05,15.19,"MM"
2016-10-06,15.21,"MM"
2016-10-07,15.185,"MM"
2016-10-08,15.185,"MM"
2016-10-09,15.185,"MM"
2016-10-10,15.185,"MM"
2016-10-11,15.17,"MM"
2016-10-12,15.07,"MM"
2016-10-13,15.132,"MM"
2016-10-14,15.175,"MM"
2016-10-15,15.175,"MM"
2016-10-16,15.175,"MM"
2016-10-17,15.198,"MM"
2016-10-18,15.208,"MM"
2016-10-19,15.195,"MM"
2016-10-20,15.155,"MM"
2016-10-21,15.135,"MM"
2016-10-22,15.135,"MM"
2016-10-23,15.135,"MM"
2016-10-24,15.146,"MM"
2016-10-25,15.23,"MM"
2016-10-26,15.205,"MM"
2016-10-27,15.174,"MM"
2016-10-28,15.19,"MM"
2016-10-29,15.19,"MM"
2016-10-30,15.19,"MM"
2016-10-31,15.15,"MM"
2016-11-01,15.075,"MM"
2016-11-02,15.11,"MM"
2016-11-03,15.1,"MM"
2016-11-04,15.06,"MM"
2016-11-05,15.06,"MM"
2016-11-06,15.06,"MM"
2016-11-07,15.05,"MM"
2016-11-08,14.93,"MM"
2016-11-09,14.92,"MM"
2016-11-10,15.03,"MM"
2016-11-11,15.37,"MM"
2016-11-12,15.37,"MM"
2016-11-13,15.37,"MM"
2016-11-14,15.65,"MM"
2016-11-15,15.5,"MM"
2016-11-16,15.5,"MM"
2016-11-17,15.48,"MM"
2016-11-18,15.47,"MM"
2016-11-19,15.47,"MM"
2016-11-20,15.47,"MM"
2016-11-21,15.385,"MM"
2016-11-22,15.45,"MM"
2016-11-23,15.54,"MM"
2016-11-24,15.54,"MM"
2016-11-25,15.545,"MM"
2016-11-26,15.545,"MM"
2016-11-27,15.545,"MM"
2016-11-28,15.545,"MM"
2016-11-29,15.7,"MM"
2016-11-30,15.868,"MM"
2016-12-01,15.84,"MM"
2016-12-02,15.94,"MM"
2016-12-03,15.94,"MM"
2016-12-04,15.94,"MM"
2016-12-05,15.871,"MM"
2016-12-06,15.92,"MM"
2016-12-07,15.99,"MM"
2016-12-08,15.99,"MM"
2016-12-09,15.99,"MM"
2016-12-10,15.99,"MM"
2016-12-11,15.99,"MM"
2016-12-12,16.03,"MM"
2016-12-13,15.966,"MM"
2016-12-14,15.97,"MM"
2016-12-15,15.96,"MM"
2016-12-16,15.9,"MM"
2016-12-17,15.9,"MM"
2016-12-18,15.9,"MM"
2016-12-19,15.84,"MM"
2016-12-20,15.86,"MM"
2016-12-21,15.79,"MM"
2016-12-22,15.73,"MM"
2016-12-23,15.497,"MM"
2016-12-24,15.497,"MM"
2016-12-25,15.497,"MM"
2016-12-26,15.54,"MM"
2016-12-27,15.55,"MM"
2016-12-28,15.75,"MM"
2016-12-29,15.928,"MM"
2016-12-30,15.89,"MM"
2016-12-31,15.89,"MM"
2017-01-01,15.89,"MM"
2017-01-02,15.92,"MM"
2017-01-03,15.945,"MM"
2017-01-04,16.08,"MM"
2017-01-05,15.96,"MM"
2017-01-06,15.81,"MM"
2017-01-07,15.81,"MM"
2017-01-08,15.81,"MM"
2017-01-09,15.885,"MM"
2017-01-10,15.85,"MM"
2017-01-11,15.85,"MM"
2017-01-12,15.81,"MM"
2017-01-13,15.853,"MM"
2017-01-14,15.853,"MM"
2017-01-15,15.853,"MM"
2017-01-16,15.88,"MM"
2017-01-17,15.909,"MM"
2017-01-18,15.975,"MM"
2017-01-19,15.9,"MM"
2017-01-20,15.915,"MM"
2017-01-21,15.915,"MM"
2017-01-22,15.915,"MM"
2017-01-23,15.94,"MM"
2017-01-24,15.93,"MM"
2017-01-25,15.955,"MM"
2017-01-26,15.92,"MM"
2017-01-27,15.9,"MM"
2017-01-28,15.9,"MM"
2017-01-29,15.9,"MM"
2017-01-30,15.92,"MM"
2017-01-31,15.897,"MM"
2017-02-01,15.8,"MM"
2017-02-02,15.68,"MM"
2017-02-03,15.62,"MM"
2017-02-04,15.62,"MM"
2017-02-05,15.62,"MM"
2017-02-06,15.78,"MM"
2017-02-07,15.675,"MM"
2017-02-08,15.675,"MM"
2017-02-09,15.61,"MM"
2017-02-10,15.54,"MM"
2017-02-11,15.54,"MM"
2017-02-12,15.54,"MM"
2017-02-13,15.485,"MM"
2017-02-14,15.47,"MM"
2017-02-15,15.36,"MM"
2017-02-16,15.435,"MM"
2017-02-17,15.68,"MM"
2017-02-18,15.68,"MM"
2017-02-19,15.68,"MM"
2017-02-20,15.685,"MM"
2017-02-21,15.61,"MM"
2017-02-22,15.565,"MM"
2017-02-23,15.5,"MM"
2017-02-24,15.48,"MM"
2017-02-25,15.48,"MM"
2017-02-26,15.48,"MM"
2017-02-27,15.48,"MM"
2017-02-28,15.48,"MM"
2017-03-01,15.42,"MM"
2017-03-02,15.4,"MM"
2017-03-03,15.45,"MM"
2017-03-04,15.45,"MM"
2017-03-05,15.45,"MM"
2017-03-06,15.48,"MM"
2017-03-07,15.55,"MM"
2017-03-08,15.645,"MM"
2017-03-09,15.53,"MM"
2017-03-10,15.48,"MM"
2017-03-11,15.48,"MM"
2017-03-12,15.48,"MM"
2017-03-13,15.54,"MM"
2017-03-14,15.535,"MM"
2017-03-15,15.57,"MM"
2017-03-16,15.53,"MM"
2017-03-17,15.56,"MM"
2017-03-18,15.56,"MM"
2017-03-19,15.56,"MM"
2017-03-20,15.63,"MM"
2017-03-21,15.6,"MM"
2017-03-22,15.635,"MM"
2017-03-23,15.59,"MM"
2017-03-24,15.59,"MM"
2017-03-25,15.59,"MM"
2017-03-26,15.59,"MM"
2017-03-27,15.565,"MM"
2017-03-28,15.538,"MM"
2017-03-29,15.43,"MM"
2017-03-30,15.41,"MM"
2017-03-31,15.39,"MM"
2017-04-01,15.39,"MM"
2017-04-02,15.39,"MM"
2017-04-03,15.395,"MM"
2017-04-04,15.35,"MM"
2017-04-05,15.362,"MM"
2017-04-06,15.39,"MM"
2017-04-07,15.345,"MM"
2017-04-08,15.345,"MM"
